"repayment","account","time","behavior","usage","amount","savings","employment","rate","famgen","guaran","residence","finance","age","furthcred","home","prevcred","job","pers","phone","gastarb","dtime","damount","dage","simple.score"
1,4,4,2,2,601,1,2,1,2,1,3,1,23,3,1,1,2,2,1,1,"10","9","1",0.711905886354848
1,4,39,2,1,2569,3,3,4,3,1,4,3,24,3,2,1,3,1,1,1,"4","6","1",0.812910061001809
1,4,15,4,3,1316,3,3,2,4,1,2,2,47,3,2,2,2,1,1,1,"8","8","3",1.01393970624172
1,4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,1,2,1,"1","3","3",0.553918978605039
1,4,18,2,9,1568,2,3,3,2,1,4,2,24,3,1,1,2,1,1,1,"8","7","1",0.729688795876043
1,4,18,4,3,629,3,5,4,3,1,3,2,32,1,2,2,4,1,2,1,"8","9","2",0.847486036123537
1,4,6,1,3,1750,3,5,2,3,1,4,2,45,1,2,1,2,2,1,1,"10","7","3",0.923851580067392
1,4,24,2,1,3488,2,4,3,2,1,4,3,23,3,2,1,3,1,1,1,"7","6","1",0.76181680599425
1,4,18,4,3,1800,1,3,4,3,1,2,3,24,3,2,2,3,1,1,1,"8","7","1",0.776873260048644
1,4,24,3,2,4151,2,3,2,3,1,3,2,35,3,2,2,3,1,1,1,"7","6","2",0.933296179377419
1,2,15,2,5,2631,2,3,3,2,1,2,1,25,3,2,1,2,1,1,1,"8","6","1",0.644841697533799
1,4,21,2,1,5248,5,3,1,3,1,3,3,26,3,2,1,3,1,1,1,"7","5","2",0.970110487086881
1,2,18,3,0,2899,5,5,4,3,1,4,3,43,3,2,1,3,2,1,1,"8","6","3",0.779153925776494
1,2,18,3,5,6204,1,3,2,3,1,4,1,44,3,2,1,2,2,2,1,"8","5","3",0.757692311133949
1,4,12,2,3,804,1,5,4,3,1,4,3,38,3,2,1,3,1,1,1,"9","9","2",0.755215488382334
1,4,36,2,3,3595,1,5,4,3,1,2,3,28,3,2,1,3,1,1,1,"5","6","2",0.71598057027988
1,4,36,4,1,5711,4,5,4,3,1,2,3,38,3,2,2,4,1,2,1,"5","5","2",0.895947407555703
1,3,15,2,9,2687,1,4,2,3,1,4,2,26,3,1,1,3,1,2,1,"8","6","2",0.834709835519695
1,1,15,3,2,3643,1,5,1,2,1,4,2,27,3,2,2,2,1,1,1,"8","6","2",0.679173842717246
1,4,10,4,2,2146,1,2,1,2,1,3,1,23,3,1,2,3,1,1,1,"9","7","1",0.876151790385795
1,1,10,2,3,2315,1,5,3,3,1,4,1,52,3,2,1,2,1,1,1,"9","7","3",0.673913818789924
1,4,5,2,9,3448,1,4,1,3,1,4,1,74,3,2,1,2,1,1,1,"10","6","5",1.16477641763763
1,4,15,2,2,2708,1,2,2,3,1,3,2,27,1,2,2,2,1,1,1,"8","6","2",0.753255053046683
1,4,11,4,0,1393,1,2,4,2,1,4,3,35,3,2,2,4,1,1,1,"9","8","2",0.78132338743142
1,3,10,2,2,1275,1,2,4,2,1,2,2,23,3,2,1,3,1,1,1,"9","8","1",0.583184901204961
1,4,9,2,2,1313,1,5,1,3,1,4,3,20,3,2,1,3,1,1,1,"9","8","1",0.87316395838333
1,4,12,2,3,1493,1,2,4,2,1,3,3,34,3,2,1,3,2,1,1,"9","8","2",0.670865072037721
1,4,22,2,3,2675,3,5,3,3,1,4,3,40,3,2,1,3,1,1,1,"7","6","3",0.917800644406887
1,2,9,2,3,2118,1,3,2,3,1,2,1,37,3,2,1,2,2,1,1,"9","7","2",0.722172606458751
1,4,36,2,0,909,3,5,4,3,1,4,2,36,3,2,1,3,1,1,1,"5","9","2",0.659213548975254
1,4,12,4,2,1258,1,2,2,2,1,4,2,22,3,1,2,2,1,1,1,"9","8","1",0.789346102710942
1,4,15,1,3,1569,2,5,4,3,1,4,3,34,1,2,1,2,2,1,1,"8","7","2",0.674817408891711
1,4,6,2,1,1236,3,3,2,3,1,4,2,50,3,1,1,3,1,1,1,"10","8","3",0.944522782417449
1,4,36,3,2,7678,3,4,2,2,1,4,3,40,3,2,2,3,1,2,1,"5","4","3",0.723852427338888
1,4,6,2,5,660,3,4,2,4,1,4,1,23,3,1,1,2,1,1,1,"10","9","1",0.94322205470427
1,4,24,2,2,2835,3,5,3,3,1,4,2,53,3,2,1,3,1,1,1,"7","6","3",0.949074672288949
1,4,24,2,1,2670,1,5,4,3,1,4,3,35,3,2,1,4,1,2,1,"7","6","2",0.863621437045439
1,4,12,1,8,3447,3,3,4,2,1,3,1,35,3,2,1,2,2,1,1,"9","6","2",0.868509988174852
1,4,15,2,3,3568,1,5,4,2,1,2,3,54,1,1,1,4,1,2,1,"8","6","3",0.686952647718932
1,2,21,4,9,3652,1,4,2,3,1,3,2,27,3,2,2,3,1,1,1,"7","6","2",0.823562085938448
1,1,24,2,3,3660,1,3,2,2,1,4,3,28,3,2,1,3,1,1,1,"7","6","2",0.512554371624795
1,3,9,2,3,1126,2,5,2,1,1,4,1,49,3,2,1,3,1,1,1,"9","8","3",0.814297482321658
1,3,6,3,3,683,1,2,2,2,1,1,2,29,1,2,1,3,1,1,1,"10","9","2",0.695096722126844
1,3,12,2,2,2251,1,3,1,2,1,2,3,46,3,2,1,2,1,1,1,"9","7","3",0.76225988616808
1,4,12,2,1,4675,5,2,1,2,1,4,3,20,3,1,1,3,1,1,1,"9","6","1",0.888562139106279
1,2,21,3,0,2353,1,3,1,1,1,4,2,47,3,2,2,3,1,1,1,"7","7","3",0.593980018277051
1,1,21,2,3,3357,4,2,4,2,1,2,3,29,1,2,1,3,1,1,1,"7","6","2",0.445006854443754
1,4,6,2,0,672,1,1,1,2,1,4,1,54,3,2,1,1,1,2,1,"10","9","3",0.881359132426905
1,1,6,4,3,338,3,5,4,3,1,4,3,52,3,2,2,3,1,1,1,"10","10","3",0.912715543495364
1,4,9,2,3,2697,1,3,1,3,1,2,1,32,3,2,1,3,2,1,1,"9","6","2",0.973541583260338
1,4,9,2,0,2507,3,5,2,3,1,4,4,51,3,3,1,2,1,1,1,"9","6","3",1.04436634140708
1,4,15,3,3,1478,1,3,4,4,1,3,1,33,1,2,2,3,1,1,1,"8","8","2",0.784072116337993
1,4,12,4,6,3565,5,2,2,3,1,1,2,37,3,2,2,2,2,1,1,"9","6","2",1.12435908774621
1,4,15,2,2,2221,3,3,2,2,1,4,3,20,3,1,1,3,1,1,1,"8","7","1",0.72486595456883
1,4,6,4,3,1898,5,3,1,3,1,2,1,34,3,2,2,2,2,1,1,"10","7","2",1.25075630976594
1,2,6,3,9,1449,2,5,1,1,1,2,3,31,1,2,2,3,2,1,1,"10","8","2",0.699074189609837
1,4,15,3,2,960,4,4,3,2,1,2,2,30,3,2,2,3,1,1,1,"8","9","2",0.816413333911661
1,4,36,2,1,8133,1,3,1,2,1,2,2,30,1,2,1,3,1,1,1,"5","4","2",0.565949870390987
1,4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,1,1,1,"9","7","1",0.756013386382924
1,4,6,3,9,1743,2,3,1,3,1,2,1,34,3,2,2,2,1,1,1,"10","7","2",1.14958035258561
1,2,12,2,2,983,4,2,1,2,1,4,1,19,3,1,1,2,1,1,1,"9","9","1",0.592379501375492
1,4,18,3,3,2320,1,1,2,4,1,3,1,34,3,2,2,3,1,1,1,"8","7","2",0.898967239601632
1,1,12,1,8,339,1,5,4,4,1,1,3,45,1,2,1,2,1,1,1,"9","10","3",0.610333233250756
1,3,24,2,3,5152,1,4,4,3,1,2,3,25,1,2,1,3,1,1,1,"7","5","1",0.528922969362228
1,3,24,2,2,3749,1,2,2,2,1,4,3,26,3,2,1,3,1,1,1,"7","6","2",0.675288381536411
1,4,9,4,3,3074,5,3,1,3,1,2,1,33,3,2,2,3,2,1,1,"9","6","2",1.19959832839839
0,3,9,2,3,745,1,3,3,2,1,2,1,28,3,2,1,2,1,1,1,"9","9","2",0.672982562524905
1,4,24,2,0,1469,2,5,4,4,1,4,1,41,3,1,1,2,1,1,1,"7","8","3",0.837879112248142
1,1,6,2,2,1374,1,3,1,3,1,2,1,36,1,2,1,2,1,2,1,"10","8","2",0.714433646461827
1,4,6,1,0,783,5,3,1,3,3,2,1,26,2,2,1,2,2,1,1,"10","9","2",1.05101383059684
1,1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,1,2,1,"7","6","2",0.430016461837715
1,4,54,0,1,9436,5,3,2,3,1,2,2,39,3,2,1,2,2,1,1,"2","4","2",0.702033802071657
1,4,12,4,3,930,5,5,4,3,1,4,1,65,3,2,4,3,1,1,1,"9","9","5",0.975140417322112
1,4,48,4,1,2751,5,5,4,3,1,3,3,38,3,2,2,3,2,2,1,"3","6","2",0.868333033424591
1,4,6,4,0,250,4,3,2,2,1,2,1,41,1,2,2,2,1,1,1,"10","10","3",1.20212059383645
1,2,24,2,0,1201,1,2,4,3,1,1,2,26,3,2,1,3,1,1,1,"7","8","2",0.512357875196824
1,1,6,2,0,662,1,2,3,3,1,4,1,41,3,2,1,2,2,2,1,"10","9","3",0.535628004650395
1,4,15,2,1,1300,5,5,4,3,1,4,4,45,1,3,1,3,2,1,1,"8","8","3",0.796864574800638
1,4,24,1,9,1559,1,4,4,3,1,4,3,40,1,2,1,3,1,2,1,"7","7","3",0.682284093272819
1,3,12,2,3,3016,1,3,3,4,1,1,3,24,3,2,1,3,1,1,1,"9","6","1",0.758445327309743
1,4,15,4,3,1360,1,3,4,3,1,2,2,31,3,2,2,3,1,1,1,"8","8","2",0.847054902694577
1,4,6,0,0,1204,2,3,4,3,1,1,4,35,1,1,1,3,1,1,0,"10","8","2",0.683643822531728
1,4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,2,1,0,"9","7","3",0.858378743811314
1,4,12,2,3,2073,2,3,4,2,2,2,1,28,3,2,1,3,1,1,1,"9","7","2",0.937621150487723
1,4,11,2,9,2142,4,5,1,1,1,2,1,28,3,2,1,3,1,2,1,"9","7","2",1.13306300530926
1,1,10,4,2,2132,5,2,2,2,2,3,1,27,3,1,2,3,1,1,0,"9","7","2",0.914475469114895
1,4,10,2,0,1546,1,3,3,3,1,2,1,31,3,2,1,2,2,1,0,"9","7","2",0.97302660484975
1,4,24,4,0,1287,4,5,4,2,1,4,1,37,3,2,2,3,1,2,1,"7","8","2",1.02733867022448
1,4,10,2,0,1418,2,3,3,3,1,2,1,35,3,1,1,2,1,1,0,"9","8","2",0.964236694679775
1,3,6,4,0,1343,1,5,1,3,1,4,1,46,3,2,2,3,2,1,0,"10","8","3",1.10024223046546
1,4,18,2,0,2662,5,4,4,3,1,3,2,32,3,2,1,3,1,1,0,"8","6","2",1.08134481381915
1,4,18,4,3,6070,1,5,3,3,1,4,3,33,3,2,2,3,1,2,1,"8","5","2",0.975412439259913
1,4,24,4,6,1927,5,3,3,2,1,2,3,33,3,2,2,3,1,2,1,"7","7","2",1.01976360174158
1,4,18,4,3,2404,1,3,2,2,1,2,3,26,3,2,2,3,1,1,1,"8","7","2",0.868174870026074
1,4,6,4,3,1554,1,4,1,2,1,2,3,24,3,1,2,3,1,2,1,"10","7","1",0.98635762804093
1,4,22,2,0,1283,5,4,4,2,1,4,2,25,3,1,1,3,1,1,1,"7","8","1",0.741545481949639
1,4,24,3,0,717,5,5,4,4,1,4,3,54,3,2,2,3,1,2,1,"7","9","3",0.900446821262944
1,1,24,2,2,1747,1,2,4,3,2,1,2,24,3,2,1,2,1,1,0,"7","7","1",0.558394590708425
1,1,9,4,5,1288,2,5,3,3,3,4,1,48,3,2,2,3,2,1,0,"9","8","3",0.936840436379775
1,1,10,4,0,1038,1,4,4,3,2,3,2,49,3,2,2,3,1,2,1,"9","8","3",0.716493726582038
1,4,10,2,1,2848,2,3,1,3,2,2,1,32,3,2,1,3,2,1,1,"9","6","2",1.05991516675582
1,4,12,2,1,1413,4,4,3,3,1,2,2,55,3,2,1,3,1,1,0,"9","8","3",1.05695823861621
1,4,30,4,3,3077,5,5,3,3,1,2,3,40,3,2,2,3,2,2,1,"6","6","3",1.06495267251536
1,1,24,1,1,3632,1,3,1,2,3,4,3,22,1,1,1,3,1,1,0,"7","6","1",0.494596233995948
1,4,18,4,1,3229,5,1,2,3,1,4,4,38,3,2,1,4,1,2,1,"8","6","2",1.06148140872319
1,4,9,2,0,3577,2,3,1,3,3,2,1,26,3,1,1,3,2,1,0,"9","6","2",1.15810528752084
1,4,12,4,0,682,2,4,4,2,1,3,3,51,3,2,2,3,1,2,1,"9","9","3",0.821371804200069
1,4,10,2,3,1924,1,3,1,3,1,4,2,38,3,2,1,3,1,2,0,"9","7","2",1.0978753621917
1,4,10,2,6,727,3,5,4,3,1,4,4,46,3,3,1,3,1,2,1,"9","9","3",0.884517683621207
1,3,10,4,0,781,1,5,4,3,1,4,4,63,3,3,2,3,1,2,1,"9","9","4",0.751408907284387
1,1,12,4,0,2121,1,3,4,3,1,2,2,30,3,2,2,3,1,1,1,"9","7","2",0.63256025465459
1,4,12,4,6,701,1,3,4,3,1,2,3,32,3,2,2,3,1,1,1,"9","9","2",0.795398953696786
1,4,10,4,2,2069,5,3,2,4,1,1,3,26,3,2,2,3,1,1,0,"9","7","2",1.24340297375749
1,4,24,2,0,1525,4,4,4,2,1,3,3,34,3,2,1,3,2,2,1,"7","7","2",0.826085569848688
1,4,48,4,9,7629,5,5,4,1,1,2,3,46,1,2,2,4,2,1,1,"3","4","3",0.55863258370325
0,1,12,4,0,3499,1,3,3,2,2,2,1,29,3,2,2,3,1,1,1,"9","6","2",0.753698216773
1,4,6,2,3,1346,2,5,2,3,1,4,4,42,1,3,1,3,2,2,1,"10","8","3",0.946825904093386
1,4,36,4,1,10477,5,5,2,3,1,4,4,42,3,3,2,3,1,1,1,"5","3","3",0.749839953810354
1,1,24,2,1,2924,1,3,3,3,3,4,4,63,1,2,1,3,2,2,1,"7","6","4",0.471203190418401
1,4,10,4,0,1231,1,5,3,3,1,4,1,32,3,2,2,2,2,1,0,"9","8","2",1.08862898311521
1,3,18,2,0,1961,1,5,3,2,1,2,3,23,3,2,1,4,1,1,1,"8","7","1",0.619118652180044
1,4,15,4,0,5045,5,5,1,2,1,4,3,59,3,2,1,3,1,2,1,"8","5","3",1.15013907250454
1,4,12,4,0,1255,1,5,4,3,1,4,1,61,3,2,2,2,1,1,1,"9","8","4",0.948015304760958
1,1,12,2,2,1858,1,2,4,2,1,1,3,22,3,1,1,3,1,1,1,"9","7","1",0.324543966869706
1,4,6,4,2,1221,5,3,1,4,1,2,2,27,3,2,2,3,1,1,1,"10","8","2",1.2560074169879
1,4,9,2,2,1388,1,3,4,2,1,2,1,26,3,1,1,3,1,1,1,"9","8","2",0.751559221803112
1,4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,1,2,1,"9","7","2",1.02382954389032
1,4,12,0,2,2759,1,5,2,3,1,4,2,34,3,2,2,3,1,1,1,"9","6","2",0.832843311107874
1,3,24,2,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,1,1,1,"7","8","3",0.668598492961419
1,2,12,0,8,1410,1,3,2,3,1,2,1,31,3,2,1,2,1,2,1,"9","8","2",0.672584257290755
1,1,15,2,0,1403,1,3,2,2,1,4,3,28,3,1,1,3,1,1,1,"8","8","2",0.390476781285864
1,1,24,2,2,3021,1,3,2,1,1,2,1,24,3,1,1,2,1,1,1,"7","6","1",0.42419076707175
1,1,24,2,9,6568,1,3,2,4,1,2,3,21,2,2,1,2,1,1,1,"7","5","1",0.484161817864293
1,4,24,4,3,2578,4,5,2,3,1,2,3,34,3,2,1,3,1,1,1,"7","6","2",1.13438578522026
1,2,24,4,1,7758,4,5,2,2,1,4,4,29,3,1,1,3,1,1,1,"7","4","2",0.694708389414855
1,1,6,2,4,343,1,2,4,2,1,1,1,27,3,2,1,3,1,1,1,"10","10","2",0.722305203603887
1,4,21,3,2,1591,2,4,4,3,1,3,1,34,3,2,2,4,1,1,1,"7","7","2",0.885113862387826
1,1,27,2,3,3416,1,3,3,3,1,2,3,27,3,2,1,4,1,1,1,"6","6","2",0.497779977098842
0,1,12,0,5,1108,1,4,4,3,1,3,1,28,3,2,2,3,1,1,1,"9","8","2",0.426696496437256
1,2,27,3,1,5965,1,5,1,3,1,2,3,30,3,2,2,4,1,2,1,"6","5","2",0.740833366597004
1,2,15,2,5,1514,2,3,4,3,3,2,1,22,3,2,1,3,1,1,1,"8","7","1",0.725775032506435
1,4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,1,1,1,"6","5","2",1.08583896952925
1,1,18,2,2,3650,1,2,1,2,1,4,3,22,3,1,1,3,1,1,1,"8","6","1",0.402003443859733
1,1,21,2,2,3599,1,4,1,2,1,4,3,26,3,1,1,2,1,1,1,"7","6","2",0.523484199251771
1,4,60,4,0,13756,5,5,2,3,1,4,4,63,1,3,1,4,1,2,1,"1","3","4",0.704545583085733
1,2,9,2,0,276,1,3,4,4,1,4,1,22,3,1,1,2,1,1,1,"9","10","1",0.730299535635755
1,4,42,4,2,4041,3,3,4,3,1,4,1,36,3,2,2,3,1,2,1,"4","6","2",1.08592435137747
1,2,9,2,3,458,1,3,4,3,1,3,1,24,3,2,1,3,1,1,1,"9","10","1",0.747199186262548
0,2,9,2,2,918,1,3,4,2,1,1,2,30,3,2,1,3,1,1,1,"9","9","2",0.491412364347836
1,4,24,2,0,7393,1,3,1,3,1,4,2,43,3,2,1,2,2,1,1,"7","5","3",0.808953695123954
1,3,10,2,4,1225,1,3,2,3,1,2,3,37,3,2,1,3,1,2,1,"9","8","2",0.803151406603753
1,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,1,1,1,"7","6","2",0.712729715673292
1,4,15,2,1,3029,1,4,2,3,1,2,3,33,3,2,1,3,1,1,1,"8","6","2",0.876405086773926
1,3,12,4,0,1480,3,1,2,3,1,4,4,66,1,3,3,1,1,1,1,"9","8","5",0.779027239139391
1,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,1,1,1,"10","8","3",0.954587675050971
1,4,15,4,3,1471,1,3,4,3,1,4,4,35,3,3,2,3,1,2,1,"8","8","2",0.882938409305819
1,4,24,2,2,5511,2,3,4,3,1,1,3,25,2,2,1,3,1,1,1,"7","5","1",0.665416002090602
1,2,9,2,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,1,1,1,"9","8","1",0.611599433247817
1,2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,1,1,"7","5","2",0.679502770956985
1,4,12,2,3,707,1,3,4,3,1,2,1,30,1,2,2,3,1,1,1,"9","9","2",0.649741710859959
1,4,12,3,1,1503,1,3,4,4,1,4,1,41,3,1,1,3,1,1,1,"9","7","3",0.905066006146284
1,2,12,2,0,6078,1,4,2,3,1,2,3,32,3,2,1,3,1,1,1,"9","5","2",0.697641765819367
1,2,27,2,9,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,2,1,"6","6","2",0.562623273681249
1,2,12,2,9,1037,2,4,3,3,1,4,1,39,3,2,1,2,1,1,1,"9","8","2",0.791113445710488
1,1,6,2,1,1352,3,1,1,2,1,2,2,23,3,1,1,1,1,2,1,"10","8","1",0.609920036255831
1,4,24,2,3,3181,1,2,4,2,1,4,2,26,3,2,1,3,1,2,1,"7","6","2",0.791430231208453
1,4,18,2,3,4594,1,2,3,3,1,2,3,32,3,2,1,3,1,2,1,"8","6","2",0.840267729763043
1,2,48,2,10,5381,5,1,3,3,1,4,4,40,1,3,1,1,1,2,1,"3","5","3",0.495813907148582
1,4,15,2,1,4657,1,3,3,3,1,2,3,30,3,2,1,3,1,2,1,"8","6","2",0.861043465629396
1,2,9,2,9,1391,1,3,2,4,1,1,1,27,1,2,1,3,1,2,1,"9","8","2",0.759910649642333
1,2,18,2,9,1913,4,2,3,4,1,3,1,36,1,2,1,3,1,2,1,"8","7","2",0.775094274761858
1,4,42,2,3,7166,5,4,2,4,1,4,2,29,3,1,1,3,1,2,1,"4","5","2",1.07534488803574
1,4,13,2,3,1409,2,1,2,2,1,4,1,64,3,2,1,3,1,1,1,"8","8","4",0.749013180605668
1,4,24,3,9,2978,5,3,4,3,1,4,1,32,3,2,2,3,2,2,1,"7","6","2",1.03506777749056
1,4,12,4,3,976,5,5,4,3,1,4,3,35,3,2,2,3,1,1,1,"9","9","2",0.981272233520382
1,4,24,3,9,2375,3,3,4,3,1,2,3,44,3,2,2,3,2,2,1,"7","7","3",0.838901725687693
1,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,2,2,1,"9","9","3",0.92782310141655
1,4,28,4,3,2743,1,5,4,3,1,2,3,29,3,2,2,3,1,1,1,"6","6","2",0.912038773279937
1,4,11,4,3,1154,2,1,4,2,1,4,1,57,3,2,3,2,1,1,1,"9","8","3",0.82820060803769
1,4,24,4,1,5804,4,3,4,3,1,2,1,27,3,2,2,3,1,1,1,"7","5","2",0.992097538492816
1,4,18,4,3,1169,5,3,4,3,1,3,2,29,3,2,2,3,1,2,1,"8","8","2",1.03305323958647
1,1,15,4,2,1478,1,5,4,3,1,4,3,44,3,2,2,3,2,2,1,"8","8","3",0.555094309059907
1,4,12,2,3,776,1,3,4,4,1,2,1,28,3,2,1,3,1,1,1,"9","9","2",0.807502830796111
1,2,11,4,0,1322,4,3,4,2,1,4,3,40,3,2,2,3,1,1,1,"9","8","3",0.709053622070184
1,2,16,4,0,1175,1,1,2,3,1,3,3,68,3,3,3,1,1,2,1,"8","8","5",0.70843482429217
1,4,12,2,0,2133,5,5,4,2,1,4,4,52,3,3,1,4,1,2,1,"9","7","3",0.996761983501969
1,4,15,4,3,1829,1,5,4,3,1,4,3,46,3,2,2,3,1,2,1,"8","7","3",0.926376587705609
1,4,12,4,3,717,1,5,4,3,1,4,1,52,3,2,3,3,1,1,1,"9","9","3",0.849668671774761
1,2,39,3,6,11760,2,4,2,3,1,3,4,32,3,1,1,3,1,2,1,"4","3","2",0.524928046828774
0,2,9,4,6,1501,1,5,2,2,1,3,3,34,3,2,2,4,1,2,1,"9","7","2",0.836900523089289
1,1,12,2,6,1200,5,3,4,2,1,4,2,23,1,1,1,3,1,2,1,"9","8","1",0.48596622974736
1,2,9,2,0,3195,5,3,1,2,1,2,1,33,3,2,1,2,1,1,1,"9","6","2",0.920944911326336
1,4,30,4,3,4530,1,4,4,2,1,4,3,26,3,1,1,4,1,2,1,"6","6","2",0.864347099784335
0,4,12,3,5,1555,4,5,4,3,1,4,4,55,3,3,2,3,2,1,1,"9","7","3",0.964240160131396
1,2,15,4,9,2326,3,3,2,3,1,4,3,27,1,2,1,3,1,1,1,"8","7","2",0.775318351158883
1,2,18,4,9,1887,5,3,4,4,1,4,1,28,1,2,2,3,1,1,1,"8","7","2",0.846686037601788
1,4,12,4,9,1264,5,5,4,3,1,4,4,57,3,1,1,2,1,1,1,"9","8","3",1.03077217639649
1,4,7,3,3,846,5,5,3,3,1,4,4,36,3,3,1,3,1,1,1,"9","9","2",1.01493542119607
1,4,15,4,6,1532,2,3,4,2,1,3,3,31,3,2,1,3,1,1,1,"8","7","2",0.890820613213927
1,4,6,3,3,935,1,3,3,2,1,2,1,24,3,2,1,3,1,1,1,"10","9","1",0.833145383802921
1,1,27,4,9,2442,1,5,4,3,1,4,3,43,2,2,4,4,2,2,1,"6","7","3",0.458092597085185
1,2,18,4,9,3590,1,1,3,4,1,3,3,40,3,2,3,1,2,2,1,"8","6","3",0.682839414500229
1,4,21,4,2,2288,1,2,4,2,1,4,2,23,3,2,1,3,1,2,1,"7","7","1",0.817725231209775
1,4,27,3,9,5117,1,4,3,3,1,4,3,26,3,2,2,3,1,1,1,"6","5","2",0.837688237825048
1,1,39,4,2,14179,5,4,4,3,1,4,2,30,3,2,2,4,1,2,1,"4","3","2",0.590169792975737
1,4,15,2,3,1386,5,3,4,4,1,2,1,40,3,1,1,3,1,2,1,"8","8","3",0.941906595203001
1,4,12,4,3,618,1,5,4,3,1,4,1,56,3,2,1,3,1,1,1,"9","9","3",0.93416550716844
1,4,12,2,2,1574,1,3,4,3,1,2,1,50,3,2,1,3,1,1,1,"9","7","3",0.859676797043886
1,4,6,4,3,700,5,5,4,3,1,4,4,36,3,3,2,3,1,1,1,"10","9","2",1.07839207429716
1,4,12,2,3,886,5,3,4,2,1,2,3,21,3,2,1,3,1,1,1,"9","9","1",0.729393308098062
1,4,36,2,1,4686,1,3,2,3,1,2,4,32,3,3,1,4,1,2,1,"5","6","2",0.776380371648784
1,2,9,2,3,790,3,3,4,2,1,3,1,66,3,2,1,2,1,1,1,"9","9","5",0.620614066846155
0,2,12,2,3,766,3,3,4,3,1,3,1,66,3,2,1,2,1,1,1,"9","9","5",0.661282840994443
1,1,20,2,2,2212,5,4,4,3,1,4,3,39,3,2,1,3,1,2,1,"7","7","2",0.662246946243005
1,2,10,2,0,7308,1,1,2,3,1,4,4,70,1,3,1,4,1,2,1,"9","5","5",0.605714038503821
1,2,24,4,6,5743,1,2,2,2,1,4,4,24,3,3,2,3,1,2,1,"7","5","1",0.645134887924813
1,1,14,2,0,3973,1,1,1,3,1,4,4,22,3,3,1,3,1,1,1,"8","6","1",0.48745857656707
1,2,60,3,3,7418,5,3,1,3,1,1,1,27,3,2,1,2,1,1,1,"1","5","2",0.795185241369608
1,2,20,3,10,2629,1,3,2,3,1,3,3,29,1,2,2,3,1,2,1,"7","6","2",0.67062319429975
1,2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,1,2,1,"8","7","2",0.779401693937302
1,2,24,3,2,2333,5,2,4,3,1,2,2,29,1,2,1,2,1,1,1,"7","7","2",0.690808430480214
1,4,12,2,1,2445,5,2,2,4,1,4,3,26,3,1,1,3,1,2,1,"9","7","2",1.01422292184504
1,2,20,2,1,6468,5,1,1,1,1,4,1,60,3,2,1,4,1,2,1,"7","5","4",0.692009171843822
1,2,18,4,2,7374,1,1,4,3,1,4,2,40,2,2,2,4,1,2,1,"8","5","3",0.595549792396414
1,4,15,2,1,3812,2,2,1,2,1,4,3,23,3,2,1,3,1,2,1,"8","6","1",0.829662821896721
0,1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,1,1,1,"6","6","3",0.487522133971845
1,2,12,2,0,7472,5,1,1,2,1,2,1,24,3,1,1,1,1,1,1,"9","5","1",0.712654760987718
1,3,12,2,2,1424,5,5,3,2,1,4,1,55,3,2,1,4,1,2,1,"9","8","3",0.957282424716971
1,2,12,2,1,2028,5,3,4,3,1,2,3,30,3,2,1,3,1,1,1,"9","7","2",0.750242058705997
1,4,15,2,0,5324,3,5,1,2,1,4,4,35,3,3,1,3,1,1,1,"8","5","2",0.948503812364305
1,2,36,2,3,2323,1,4,4,3,1,4,3,24,3,1,1,3,1,1,1,"5","7","1",0.336938416597835
1,4,12,2,6,1393,1,5,4,3,1,4,2,47,1,2,3,3,2,2,1,"9","8","3",0.710449728478817
1,4,18,2,2,1984,1,3,4,3,1,4,4,47,1,3,2,3,1,1,1,"8","7","3",0.637848228579215
1,4,24,2,3,999,5,5,4,3,1,2,3,25,3,2,2,3,1,1,1,"7","9","1",0.713795762076748
1,4,36,2,9,7409,5,5,3,3,1,2,2,37,3,2,2,3,1,1,1,"5","5","2",0.864688030527526
1,4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,1,1,1,"8","7","2",0.927657748908303
1,3,36,2,3,4473,1,5,4,3,1,2,3,31,3,2,1,3,1,1,1,"5","6","2",0.618495646162633
1,4,24,2,8,937,1,2,4,4,1,3,3,27,3,2,2,2,1,1,1,"7","9","2",0.626760969022413
1,4,18,2,2,3422,1,5,4,3,1,4,2,47,1,2,3,3,2,2,1,"8","6","3",0.700348182892831
1,4,24,2,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,1,1,1,"7","6","1",0.78006919114712
