"","repayment","account","time","behavior","usage","amount","savings","employment","rate","famgen","guaran","residence","finance","age","furthcred","home","prevcred","job","pers","phone","gastarb","dtime","damount","dage","simple.score"
"257",1,1,15,3,2,3643,1,5,1,2,1,4,2,27,3,2,2,2,1,1,2,8,6,2,51
"258",1,4,10,4,2,2146,1,2,1,2,1,3,1,23,3,1,2,3,1,1,2,9,7,1,51
"259",1,1,10,2,3,2315,1,5,3,3,1,4,1,52,3,2,1,2,1,1,2,9,7,3,55
"260",1,4,5,2,9,3448,1,4,1,3,1,4,1,74,3,2,1,2,1,1,2,10,6,4,62
"261",1,4,15,2,2,2708,1,2,2,3,1,3,2,27,1,2,2,2,1,1,2,8,6,2,49
"262",1,4,11,4,0,1393,1,2,4,2,1,4,3,35,3,2,2,4,1,1,2,9,8,2,59
"263",1,3,10,2,2,1275,1,2,4,2,1,2,2,23,3,2,1,3,1,1,2,9,8,1,52
"264",1,4,9,2,2,1313,1,5,1,3,1,4,3,20,3,2,1,3,1,1,2,9,8,1,57
"265",1,4,12,2,3,1493,1,2,4,2,1,3,3,34,3,2,1,3,2,1,2,9,8,2,58
"266",1,4,22,2,3,2675,3,5,3,3,1,4,3,40,3,2,1,3,1,1,2,7,6,3,60
"267",1,2,9,2,3,2118,1,3,2,3,1,2,1,37,3,2,1,2,2,1,2,9,7,2,51
"268",1,4,36,2,0,909,3,5,4,3,1,4,2,36,3,2,1,3,1,1,2,5,9,2,57
"269",1,4,12,4,2,1258,1,2,2,2,1,4,2,22,3,1,2,2,1,1,2,9,8,1,54
"270",1,4,15,1,3,1569,2,5,4,3,1,4,3,34,1,2,1,2,2,1,2,8,7,2,58
"271",1,4,6,2,1,1236,3,3,2,3,1,4,2,50,3,1,1,3,1,1,2,10,8,3,58
"272",1,4,36,3,2,7678,3,4,2,2,1,4,3,40,3,2,2,3,1,2,2,5,4,3,55
"273",1,4,6,2,5,660,3,4,2,4,1,4,1,23,3,1,1,2,1,1,2,10,9,1,61
"274",1,4,24,2,2,2835,3,5,3,3,1,4,2,53,3,2,1,3,1,1,2,7,6,3,58
"275",1,4,24,2,1,2670,1,5,4,3,1,4,3,35,3,2,1,4,1,2,2,7,6,2,58
"276",1,4,12,1,8,3447,3,3,4,2,1,3,1,35,3,2,1,2,2,1,2,9,6,2,60
"277",1,4,15,2,3,3568,1,5,4,2,1,2,3,54,1,1,1,4,1,2,2,8,6,3,56
"278",1,2,21,4,9,3652,1,4,2,3,1,3,2,27,3,2,2,3,1,1,2,7,6,2,60
"279",1,1,24,2,3,3660,1,3,2,2,1,4,3,28,3,2,1,3,1,1,2,7,6,2,50
"280",1,3,9,2,3,1126,2,5,2,1,1,4,1,49,3,2,1,3,1,1,2,9,8,3,57
"281",1,3,6,3,3,683,1,2,2,2,1,1,2,29,1,2,1,3,1,1,2,10,9,2,52
"282",1,3,12,2,2,2251,1,3,1,2,1,2,3,46,3,2,1,2,1,1,2,9,7,3,51
"283",1,4,12,2,1,4675,5,2,1,2,1,4,3,20,3,1,1,3,1,1,2,9,6,1,53
"284",1,2,21,3,0,2353,1,3,1,1,1,4,2,47,3,2,2,3,1,1,2,7,7,3,49
"285",1,1,21,2,3,3357,4,2,4,2,1,2,3,29,1,2,1,3,1,1,2,7,6,2,50
"286",1,4,6,2,0,672,1,1,1,2,1,4,1,54,3,2,1,1,1,2,2,10,9,3,51
"287",1,1,6,4,3,338,3,5,4,3,1,4,3,52,3,2,2,3,1,1,2,10,10,3,68
"288",1,4,9,2,3,2697,1,3,1,3,1,2,1,32,3,2,1,3,2,1,2,9,6,2,52
"289",1,4,9,2,0,2507,3,5,2,3,1,4,4,51,3,3,1,2,1,1,2,9,6,3,59
"290",1,4,15,3,3,1478,1,3,4,4,1,3,1,33,1,2,2,3,1,1,2,8,8,2,57
"291",1,4,12,4,6,3565,5,2,2,3,1,1,2,37,3,2,2,2,2,1,2,9,6,2,61
"292",1,4,15,2,2,2221,3,3,2,2,1,4,3,20,3,1,1,3,1,1,2,8,7,1,54
"293",1,4,6,4,3,1898,5,3,1,3,1,2,1,34,3,2,2,2,2,1,2,10,7,2,60
"294",1,2,6,3,9,1449,2,5,1,1,1,2,3,31,1,2,2,3,2,1,2,10,8,2,62
"295",1,4,15,3,2,960,4,4,3,2,1,2,2,30,3,2,2,3,1,1,2,8,9,2,60
"296",1,4,36,2,1,8133,1,3,1,2,1,2,2,30,1,2,1,3,1,1,2,5,4,2,41
"297",1,4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,1,1,2,9,7,1,52
"298",1,4,6,3,9,1743,2,3,1,3,1,2,1,34,3,2,2,2,1,1,2,10,7,2,61
"299",1,2,12,2,2,983,4,2,1,2,1,4,1,19,3,1,1,2,1,1,2,9,9,1,51
"300",1,4,18,3,3,2320,1,1,2,4,1,3,1,34,3,2,2,3,1,1,2,8,7,2,54
"301",1,1,12,1,8,339,1,5,4,4,1,1,3,45,1,2,1,2,1,1,2,9,10,3,61
"302",1,3,24,2,3,5152,1,4,4,3,1,2,3,25,1,2,1,3,1,1,2,7,5,1,50
"303",1,3,24,2,2,3749,1,2,2,2,1,4,3,26,3,2,1,3,1,1,2,7,6,2,50
"304",1,4,9,4,3,3074,5,3,1,3,1,2,1,33,3,2,2,3,2,1,2,9,6,2,59
"305",0,3,9,2,3,745,1,3,3,2,1,2,1,28,3,2,1,2,1,1,2,9,9,2,53
"306",1,4,24,2,0,1469,2,5,4,4,1,4,1,41,3,1,1,2,1,1,2,7,8,3,56
"307",1,1,6,2,2,1374,1,3,1,3,1,2,1,36,1,2,1,2,1,2,2,10,8,2,48
"308",1,4,6,1,0,783,5,3,1,3,3,2,1,26,2,2,1,2,2,1,2,10,9,2,56
"309",1,1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,1,2,2,7,6,2,51
"310",1,4,54,0,1,9436,5,3,2,3,1,2,2,39,3,2,1,2,2,1,2,2,4,2,44
"311",1,4,12,4,3,930,5,5,4,3,1,4,1,65,3,2,4,3,1,1,2,9,9,4,72
"312",1,4,48,4,1,2751,5,5,4,3,1,3,3,38,3,2,2,3,2,2,2,3,6,2,60
"313",1,4,6,4,0,250,4,3,2,2,1,2,1,41,1,2,2,2,1,1,2,10,10,3,57
"314",1,2,24,2,0,1201,1,2,4,3,1,1,2,26,3,2,1,3,1,1,2,7,8,2,48
"315",1,1,6,2,0,662,1,2,3,3,1,4,1,41,3,2,1,2,2,2,2,10,9,3,54
"316",1,4,15,2,1,1300,5,5,4,3,1,4,4,45,1,3,1,3,2,1,2,8,8,3,65
"317",1,4,24,1,9,1559,1,4,4,3,1,4,3,40,1,2,1,3,1,2,2,7,7,3,63
"318",1,3,12,2,3,3016,1,3,3,4,1,1,3,24,3,2,1,3,1,1,2,9,6,1,53
"319",1,4,15,4,3,1360,1,3,4,3,1,2,2,31,3,2,2,3,1,1,2,8,8,2,59
"320",1,4,6,0,0,1204,2,3,4,3,1,1,4,35,1,1,1,3,1,1,1,10,8,2,51
"321",1,4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,2,1,1,9,7,3,55
"322",1,4,12,2,3,2073,2,3,4,2,2,2,1,28,3,2,1,3,1,1,2,9,7,2,56
"323",1,4,11,2,9,2142,4,5,1,1,1,2,1,28,3,2,1,3,1,2,2,9,7,2,62
"324",1,1,10,4,2,2132,5,2,2,2,2,3,1,27,3,1,2,3,1,1,1,9,7,2,54
"325",1,4,10,2,0,1546,1,3,3,3,1,2,1,31,3,2,1,2,2,1,1,9,7,2,50
"326",1,4,24,4,0,1287,4,5,4,2,1,4,1,37,3,2,2,3,1,2,2,7,8,2,61
"327",1,4,10,2,0,1418,2,3,3,3,1,2,1,35,3,1,1,2,1,1,1,9,8,2,50
"328",1,3,6,4,0,1343,1,5,1,3,1,4,1,46,3,2,2,3,2,1,1,10,8,3,58
"329",1,4,18,2,0,2662,5,4,4,3,1,3,2,32,3,2,1,3,1,1,1,8,6,2,56
"330",1,4,18,4,3,6070,1,5,3,3,1,4,3,33,3,2,2,3,1,2,2,8,5,2,61
"331",1,4,24,4,6,1927,5,3,3,2,1,2,3,33,3,2,2,3,1,2,2,7,7,2,64
"332",1,4,18,4,3,2404,1,3,2,2,1,2,3,26,3,2,2,3,1,1,2,8,7,2,56
"333",1,4,6,4,3,1554,1,4,1,2,1,2,3,24,3,1,2,3,1,2,2,10,7,1,57
"334",1,4,22,2,0,1283,5,4,4,2,1,4,2,25,3,1,1,3,1,1,2,7,8,1,56
"335",1,4,24,3,0,717,5,5,4,4,1,4,3,54,3,2,2,3,1,2,2,7,9,3,67
"336",1,1,24,2,2,1747,1,2,4,3,2,1,2,24,3,2,1,2,1,1,1,7,7,1,46
"337",1,1,9,4,5,1288,2,5,3,3,3,4,1,48,3,2,2,3,2,1,1,9,8,3,65
"338",1,1,10,4,0,1038,1,4,4,3,2,3,2,49,3,2,2,3,1,2,2,9,8,3,59
"339",1,4,10,2,1,2848,2,3,1,3,2,2,1,32,3,2,1,3,2,1,2,9,6,2,52
"340",1,4,12,2,1,1413,4,4,3,3,1,2,2,55,3,2,1,3,1,1,1,9,8,3,58
"341",1,4,30,4,3,3077,5,5,3,3,1,2,3,40,3,2,2,3,2,2,2,6,6,3,64
"342",1,1,24,1,1,3632,1,3,1,2,3,4,3,22,1,1,1,3,1,1,1,7,6,1,43
"343",1,4,18,4,1,3229,5,1,2,3,1,4,4,38,3,2,1,4,1,2,2,8,6,2,60
"344",1,4,9,2,0,3577,2,3,1,3,3,2,1,26,3,1,1,3,2,1,1,9,6,2,50
"345",1,4,12,4,0,682,2,4,4,2,1,3,3,51,3,2,2,3,1,2,2,9,9,3,63
"346",1,4,10,2,3,1924,1,3,1,3,1,4,2,38,3,2,1,3,1,2,1,9,7,2,55
"347",1,4,10,2,6,727,3,5,4,3,1,4,4,46,3,3,1,3,1,2,2,9,9,3,72
"348",1,3,10,4,0,781,1,5,4,3,1,4,4,63,3,3,2,3,1,2,2,9,9,5,68
"349",1,1,12,4,0,2121,1,3,4,3,1,2,2,30,3,2,2,3,1,1,2,9,7,2,53
"350",1,4,12,4,6,701,1,3,4,3,1,2,3,32,3,2,2,3,1,1,2,9,9,2,65
"351",1,4,10,4,2,2069,5,3,2,4,1,1,3,26,3,2,2,3,1,1,1,9,7,2,60
"352",1,4,24,2,0,1525,4,4,4,2,1,3,3,34,3,2,1,3,2,2,2,7,7,2,58
"353",1,4,48,4,9,7629,5,5,4,1,1,2,3,46,1,2,2,4,2,1,2,3,4,3,62
"354",0,1,12,4,0,3499,1,3,3,2,2,2,1,29,3,2,2,3,1,1,2,9,6,2,50
"355",1,4,6,2,3,1346,2,5,2,3,1,4,4,42,1,3,1,3,2,2,2,10,8,3,65
"356",1,4,36,4,1,10477,5,5,2,3,1,4,4,42,3,3,2,3,1,1,2,5,3,3,59
"357",1,1,24,2,1,2924,1,3,3,3,3,4,4,63,1,2,1,3,2,2,2,7,6,5,56
"358",1,4,10,4,0,1231,1,5,3,3,1,4,1,32,3,2,2,2,2,1,1,9,8,2,58
"359",1,3,18,2,0,1961,1,5,3,2,1,2,3,23,3,2,1,4,1,1,2,8,7,1,52
"360",1,4,15,4,0,5045,5,5,1,2,1,4,3,59,3,2,1,3,1,2,2,8,5,3,59
"361",1,4,12,4,0,1255,1,5,4,3,1,4,1,61,3,2,2,2,1,1,2,9,8,5,62
"362",1,1,12,2,2,1858,1,2,4,2,1,1,3,22,3,1,1,3,1,1,2,9,7,1,48
"363",1,4,6,4,2,1221,5,3,1,4,1,2,2,27,3,2,2,3,1,1,2,10,8,2,62
"364",1,4,9,2,2,1388,1,3,4,2,1,2,1,26,3,1,1,3,1,1,2,9,8,2,53
"365",1,4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,1,2,2,9,7,2,66
"366",1,4,12,0,2,2759,1,5,2,3,1,4,2,34,3,2,2,3,1,1,2,9,6,2,55
"367",1,3,24,2,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,1,1,2,7,8,3,56
"368",1,2,12,0,8,1410,1,3,2,3,1,2,1,31,3,2,1,2,1,2,2,9,8,2,55
"369",1,1,15,2,0,1403,1,3,2,2,1,4,3,28,3,1,1,3,1,1,2,8,8,2,49
"370",1,1,24,2,2,3021,1,3,2,1,1,2,1,24,3,1,1,2,1,1,2,7,6,1,41
"371",1,1,24,2,9,6568,1,3,2,4,1,2,3,21,2,2,1,2,1,1,2,7,5,1,52
"372",1,4,24,4,3,2578,4,5,2,3,1,2,3,34,3,2,1,3,1,1,2,7,6,2,59
"373",1,2,24,4,1,7758,4,5,2,2,1,4,4,29,3,1,1,3,1,1,2,7,4,2,54
"374",1,1,6,2,4,343,1,2,4,2,1,1,1,27,3,2,1,3,1,1,2,10,10,2,54
"375",1,4,21,3,2,1591,2,4,4,3,1,3,1,34,3,2,2,4,1,1,2,7,7,2,58
"376",1,1,27,2,3,3416,1,3,3,3,1,2,3,27,3,2,1,4,1,1,2,6,6,2,50
"377",0,1,12,0,5,1108,1,4,4,3,1,3,1,28,3,2,2,3,1,1,2,9,8,2,56
"378",1,2,27,3,1,5965,1,5,1,3,1,2,3,30,3,2,2,4,1,2,2,6,5,2,51
"379",1,2,15,2,5,1514,2,3,4,3,3,2,1,22,3,2,1,3,1,1,2,8,7,1,56
"380",1,4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,1,1,2,6,5,2,58
"381",1,1,18,2,2,3650,1,2,1,2,1,4,3,22,3,1,1,3,1,1,2,8,6,1,46
"382",1,1,21,2,2,3599,1,4,1,2,1,4,3,26,3,1,1,2,1,1,2,7,6,2,47
"383",1,4,60,4,0,13756,5,5,2,3,1,4,4,63,1,3,1,4,1,2,2,1,3,5,55
"384",1,2,9,2,0,276,1,3,4,4,1,4,1,22,3,1,1,2,1,1,2,9,10,1,53
"385",1,4,42,4,2,4041,3,3,4,3,1,4,1,36,3,2,2,3,1,2,2,4,6,2,56
"386",1,2,9,2,3,458,1,3,4,3,1,3,1,24,3,2,1,3,1,1,2,9,10,1,56
"387",0,2,9,2,2,918,1,3,4,2,1,1,2,30,3,2,1,3,1,1,2,9,9,2,53
"388",1,4,24,2,0,7393,1,3,1,3,1,4,2,43,3,2,1,2,2,1,2,7,5,3,49
"389",1,3,10,2,4,1225,1,3,2,3,1,2,3,37,3,2,1,3,1,2,2,9,8,2,57
"390",1,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,1,1,2,7,6,2,51
"391",1,4,15,2,1,3029,1,4,2,3,1,2,3,33,3,2,1,3,1,1,2,8,6,2,52
"392",1,3,12,4,0,1480,3,1,2,3,1,4,4,66,1,3,3,1,1,1,2,9,8,4,58
"393",1,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,1,1,2,10,8,3,61
"394",1,4,15,4,3,1471,1,3,4,3,1,4,4,35,3,3,2,3,1,2,2,8,8,2,65
"395",1,4,24,2,2,5511,2,3,4,3,1,1,3,25,2,2,1,3,1,1,2,7,5,1,50
"396",1,2,9,2,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,1,1,2,9,8,1,56
"397",1,2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,1,2,7,5,2,48
"398",1,4,12,2,3,707,1,3,4,3,1,2,1,30,1,2,2,3,1,1,2,9,9,2,56
"399",1,4,12,3,1,1503,1,3,4,4,1,4,1,41,3,1,1,3,1,1,2,9,7,3,57
"400",1,2,12,2,0,6078,1,4,2,3,1,2,3,32,3,2,1,3,1,1,2,9,5,2,49
"401",1,2,27,2,9,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,2,2,6,6,2,55
"402",1,2,12,2,9,1037,2,4,3,3,1,4,1,39,3,2,1,2,1,1,2,9,8,2,62
"403",1,1,6,2,1,1352,3,1,1,2,1,2,2,23,3,1,1,1,1,2,2,10,8,1,46
"404",1,4,24,2,3,3181,1,2,4,2,1,4,2,26,3,2,1,3,1,2,2,7,6,2,54
"405",1,4,18,2,3,4594,1,2,3,3,1,2,3,32,3,2,1,3,1,2,2,8,6,2,54
"406",1,2,48,2,10,5381,5,1,3,3,1,4,4,40,1,3,1,1,1,2,2,3,5,3,57
"407",1,4,15,2,1,4657,1,3,3,3,1,2,3,30,3,2,1,3,1,2,2,8,6,2,53
"408",1,2,9,2,9,1391,1,3,2,4,1,1,1,27,1,2,1,3,1,2,2,9,8,2,57
"409",1,2,18,2,9,1913,4,2,3,4,1,3,1,36,1,2,1,3,1,2,2,8,7,2,60
"410",1,4,42,2,3,7166,5,4,2,4,1,4,2,29,3,1,1,3,1,2,2,4,5,2,55
"411",1,4,13,2,3,1409,2,1,2,2,1,4,1,64,3,2,1,3,1,1,2,8,8,5,56
"412",1,4,24,3,9,2978,5,3,4,3,1,4,1,32,3,2,2,3,2,2,2,7,6,2,68
"413",1,4,12,4,3,976,5,5,4,3,1,4,3,35,3,2,2,3,1,1,2,9,9,2,70
"414",1,4,24,3,9,2375,3,3,4,3,1,2,3,44,3,2,2,3,2,2,2,7,7,3,68
"415",1,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,2,2,2,9,9,3,70
"416",1,4,28,4,3,2743,1,5,4,3,1,2,3,29,3,2,2,3,1,1,2,6,6,2,58
"417",1,4,11,4,3,1154,2,1,4,2,1,4,1,57,3,2,3,2,1,1,2,9,8,3,60
"418",1,4,24,4,1,5804,4,3,4,3,1,2,1,27,3,2,2,3,1,1,2,7,5,2,55
"419",1,4,18,4,3,1169,5,3,4,3,1,3,2,29,3,2,2,3,1,2,2,8,8,2,65
"420",1,1,15,4,2,1478,1,5,4,3,1,4,3,44,3,2,2,3,2,2,2,8,8,3,63
"421",1,4,12,2,3,776,1,3,4,4,1,2,1,28,3,2,1,3,1,1,2,9,9,2,58
"422",1,2,11,4,0,1322,4,3,4,2,1,4,3,40,3,2,2,3,1,1,2,9,8,3,61
"423",1,2,16,4,0,1175,1,1,2,3,1,3,3,68,3,3,3,1,1,2,2,8,8,4,55
"424",1,4,12,2,0,2133,5,5,4,2,1,4,4,52,3,3,1,4,1,2,2,9,7,3,66
"425",1,4,15,4,3,1829,1,5,4,3,1,4,3,46,3,2,2,3,1,2,2,8,7,3,65
"426",1,4,12,4,3,717,1,5,4,3,1,4,1,52,3,2,3,3,1,1,2,9,9,3,66
"427",1,2,39,3,6,11760,2,4,2,3,1,3,4,32,3,1,1,3,1,2,2,4,3,2,52
"428",0,2,9,4,6,1501,1,5,2,2,1,3,3,34,3,2,2,4,1,2,2,9,7,2,63
"429",1,1,12,2,6,1200,5,3,4,2,1,4,2,23,1,1,1,3,1,2,2,9,8,1,59
"430",1,2,9,2,0,3195,5,3,1,2,1,2,1,33,3,2,1,2,1,1,2,9,6,2,48
"431",1,4,30,4,3,4530,1,4,4,2,1,4,3,26,3,1,1,4,1,2,2,6,6,2,58
"432",0,4,12,3,5,1555,4,5,4,3,1,4,4,55,3,3,2,3,2,1,2,9,7,3,72
"433",1,2,15,4,9,2326,3,3,2,3,1,4,3,27,1,2,1,3,1,1,2,8,7,2,62
"434",1,2,18,4,9,1887,5,3,4,4,1,4,1,28,1,2,2,3,1,1,2,8,7,2,66
"435",1,4,12,4,9,1264,5,5,4,3,1,4,4,57,3,1,1,2,1,1,2,9,8,3,74
"436",1,4,7,3,3,846,5,5,3,3,1,4,4,36,3,3,1,3,1,1,2,9,9,2,69
"437",1,4,15,4,6,1532,2,3,4,2,1,3,3,31,3,2,1,3,1,1,2,8,7,2,62
"438",1,4,6,3,3,935,1,3,3,2,1,2,1,24,3,2,1,3,1,1,2,10,9,1,56
"439",1,1,27,4,9,2442,1,5,4,3,1,4,3,43,2,2,4,4,2,2,2,6,7,3,69
"440",1,2,18,4,9,3590,1,1,3,4,1,3,3,40,3,2,3,1,2,2,2,8,6,3,63
"441",1,4,21,4,2,2288,1,2,4,2,1,4,2,23,3,2,1,3,1,2,2,7,7,1,55
"442",1,4,27,3,9,5117,1,4,3,3,1,4,3,26,3,2,2,3,1,1,2,6,5,2,62
"443",1,1,39,4,2,14179,5,4,4,3,1,4,2,30,3,2,2,4,1,2,2,4,3,2,55
"444",1,4,15,2,3,1386,5,3,4,4,1,2,1,40,3,1,1,3,1,2,2,8,8,3,61
"445",1,4,12,4,3,618,1,5,4,3,1,4,1,56,3,2,1,3,1,1,2,9,9,3,64
"446",1,4,12,2,2,1574,1,3,4,3,1,2,1,50,3,2,1,3,1,1,2,9,7,3,55
"447",1,4,6,4,3,700,5,5,4,3,1,4,4,36,3,3,2,3,1,1,2,10,9,2,73
"448",1,4,12,2,3,886,5,3,4,2,1,2,3,21,3,2,1,3,1,1,2,9,9,1,61
"449",1,4,36,2,1,4686,1,3,2,3,1,2,4,32,3,3,1,4,1,2,2,5,6,2,52
"450",1,2,9,2,3,790,3,3,4,2,1,3,1,66,3,2,1,2,1,1,2,9,9,4,58
"451",0,2,12,2,3,766,3,3,4,3,1,3,1,66,3,2,1,2,1,1,2,9,9,4,59
"452",1,1,20,2,2,2212,5,4,4,3,1,4,3,39,3,2,1,3,1,2,2,7,7,2,59
"453",1,2,10,2,0,7308,1,1,2,3,1,4,4,70,1,3,1,4,1,2,2,9,5,4,52
"454",1,2,24,4,6,5743,1,2,2,2,1,4,4,24,3,3,2,3,1,2,2,7,5,1,57
"455",1,1,14,2,0,3973,1,1,1,3,1,4,4,22,3,3,1,3,1,1,2,8,6,1,47
"456",1,2,60,3,3,7418,5,3,1,3,1,1,1,27,3,2,1,2,1,1,2,1,5,2,43
"457",1,2,20,3,10,2629,1,3,2,3,1,3,3,29,1,2,2,3,1,2,2,7,6,2,59
"458",1,2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,1,2,2,8,7,2,62
"459",1,2,24,3,2,2333,5,2,4,3,1,2,2,29,1,2,1,2,1,1,2,7,7,2,52
"460",1,4,12,2,1,2445,5,2,2,4,1,4,3,26,3,1,1,3,1,2,2,9,7,2,59
"461",1,2,20,2,1,6468,5,1,1,1,1,4,1,60,3,2,1,4,1,2,2,7,5,5,51
"462",1,2,18,4,2,7374,1,1,4,3,1,4,2,40,2,2,2,4,1,2,2,8,5,3,55
"463",1,4,15,2,1,3812,2,2,1,2,1,4,3,23,3,2,1,3,1,2,2,8,6,1,51
"464",0,1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,1,1,2,6,6,3,46
"465",1,2,12,2,0,7472,5,1,1,2,1,2,1,24,3,1,1,1,1,1,2,9,5,1,42
"466",1,3,12,2,2,1424,5,5,3,2,1,4,1,55,3,2,1,4,1,2,2,9,8,3,63
"467",1,2,12,2,1,2028,5,3,4,3,1,2,3,30,3,2,1,3,1,1,2,9,7,2,57
"468",1,4,15,2,0,5324,3,5,1,2,1,4,4,35,3,3,1,3,1,1,2,8,5,2,55
"469",1,2,36,2,3,2323,1,4,4,3,1,4,3,24,3,1,1,3,1,1,2,5,7,1,52
"470",1,4,12,2,6,1393,1,5,4,3,1,4,2,47,1,2,3,3,2,2,2,9,8,3,67
"471",1,4,18,2,2,1984,1,3,4,3,1,4,4,47,1,3,2,3,1,1,2,8,7,3,59
"472",1,4,24,2,3,999,5,5,4,3,1,2,3,25,3,2,2,3,1,1,2,7,9,1,63
"473",1,4,36,2,9,7409,5,5,3,3,1,2,2,37,3,2,2,3,1,1,2,5,5,2,62
"474",1,4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,1,1,2,8,7,2,52
"475",1,3,36,2,3,4473,1,5,4,3,1,2,3,31,3,2,1,3,1,1,2,5,6,2,53
"476",1,4,24,2,8,937,1,2,4,4,1,3,3,27,3,2,2,2,1,1,2,7,9,2,63
"477",1,4,18,2,2,3422,1,5,4,3,1,4,2,47,1,2,3,3,2,2,2,8,6,3,60
"478",1,4,24,2,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,1,1,2,7,6,1,57
"479",1,4,12,4,6,2748,1,5,2,2,1,4,4,57,1,3,3,2,1,1,2,9,6,3,64
"480",1,2,18,2,5,3872,1,1,2,2,1,4,3,67,3,2,1,3,1,2,2,8,6,4,55
"481",1,4,27,2,5,5190,5,5,4,3,1,4,2,48,3,2,4,3,2,2,2,6,5,3,67
"482",1,2,18,2,2,3001,1,4,2,2,1,4,1,40,3,1,1,3,1,1,2,8,6,3,50
"483",1,4,24,3,9,3863,1,3,1,3,1,2,4,32,3,3,1,3,1,1,2,7,6,2,60
"484",1,4,12,4,2,5801,5,5,2,3,1,4,2,49,3,1,1,3,1,2,1,9,5,3,61
"485",1,4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,1,1,2,9,7,2,59
"486",1,4,12,4,9,1185,1,3,3,2,1,2,1,27,3,2,2,3,1,1,2,9,8,2,63
"487",1,4,18,4,2,3780,1,2,3,1,1,2,3,35,3,2,2,4,1,2,2,8,6,2,55
"488",1,2,18,4,2,3612,1,5,3,2,1,4,2,37,3,2,1,3,1,2,1,8,6,2,55
"489",1,4,12,2,9,1076,1,3,2,4,1,2,1,26,3,2,1,3,1,2,2,9,8,2,62
"490",1,4,12,2,0,3527,5,2,2,3,1,3,2,45,3,2,1,4,2,2,2,9,6,3,58
"491",1,4,18,2,3,2051,1,2,4,3,1,1,1,33,3,2,1,3,1,1,2,8,7,2,52
"492",1,4,12,4,2,3331,1,5,2,3,1,4,2,42,2,2,1,3,1,1,2,9,6,3,58
"493",1,1,18,0,9,3104,1,4,3,3,1,1,2,31,1,2,1,3,1,2,2,8,6,2,53
"494",1,4,24,4,3,2611,1,5,4,4,2,3,1,46,3,2,2,3,1,1,2,7,6,3,61
"495",1,1,12,4,1,1409,1,5,4,3,1,3,1,54,3,2,1,3,1,1,2,9,8,3,57
"496",1,4,24,2,3,1311,2,4,4,4,1,3,2,26,3,2,1,3,1,2,2,7,8,2,60
"497",1,4,6,2,3,2108,1,4,2,4,1,2,1,29,3,1,1,3,1,1,2,10,7,2,55
"498",1,4,24,4,1,4042,5,4,3,3,1,4,2,43,3,2,2,3,1,2,2,7,6,3,62
"499",1,4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,1,1,1,2,9,9,2,49
"500",1,1,12,2,3,1680,3,5,3,4,1,1,1,35,3,2,1,3,1,1,2,9,7,2,55
"501",1,4,24,2,0,1249,1,2,4,4,1,2,1,28,3,2,1,3,1,1,2,7,8,2,51
"502",1,4,24,4,0,2463,2,4,4,4,1,3,2,27,3,2,2,3,1,2,2,7,7,2,59
"503",1,4,6,2,3,1595,1,4,3,3,1,2,2,51,3,2,1,3,2,1,2,10,7,3,59
"504",1,4,24,4,5,2058,1,3,4,1,1,2,1,33,3,2,2,3,1,2,2,7,7,2,57
"505",1,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,2,7,4,2,53
"506",1,4,6,4,3,1740,1,5,2,4,1,2,1,30,3,1,2,3,1,1,2,10,7,2,59
"507",1,4,12,4,3,1240,5,5,4,2,1,2,1,38,3,2,2,3,1,2,2,9,8,2,65
"508",1,4,24,4,1,6842,5,3,2,3,1,4,2,46,3,2,2,4,2,2,2,7,5,3,61
"509",1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,1,2,2,7,5,2,59
"510",1,1,6,2,0,1203,2,5,3,3,1,2,2,43,3,2,1,3,1,2,2,10,8,3,56
"511",1,4,6,4,0,2080,3,3,1,4,1,2,3,24,3,2,1,3,1,1,2,10,7,1,56
"512",1,4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,1,1,2,10,7,3,58
"513",1,2,24,4,0,3878,2,2,4,1,1,2,3,37,3,2,1,3,1,2,2,7,6,2,50
"514",1,2,30,2,2,3832,1,2,2,4,1,1,2,22,3,2,1,3,1,1,2,6,6,1,45
